Car Make,Car Model,Year,Engine Size (L),Horsepower,Torque (lb-ft),0-60 MPH Time (seconds),Price (in USD),Car Age,HP per Liter,Torque to HP Ratio,Price Category,Car Make_encoded,Car Model_encoded,Price Category_encoded
Lotus,Evora GT,2021,0.41666666666666663,0.12919186366135238,0.18302540415704388,0.42553191489361697,105950.0,0.034482758620689655,0.21994459833795013,0.34752887596085735,Mid Range,18,78,2
Maserati,GranTurismo,2020,0.5595238095238095,0.15008246289169874,0.22170900692840645,0.6382978723404255,150000.0,0.05172413793103449,0.13361230624152762,0.45809945172646305,Mid Range,19,93,2
McLaren,570S,2020,0.45238095238095233,0.20945574491478836,0.2557736720554272,0.27659574468085113,204550.0,0.05172413793103449,0.3325557661466686,0.3821492470440727,High End,21,8,1
Pagani,Huayra,2020,0.7142857142857142,0.29631665750412317,0.42609699769053117,0.25531914893617025,2700000.0,0.05172413793103449,0.22437673130193905,0.6945385517409527,Ultra Luxury,25,95,3
Porsche,Cayman GT4,2022,0.47619047619047616,0.1280923584387026,0.1784064665127021,0.5106382978723405,102900.0,0.017241379310344827,0.16038781163434904,0.32688831421096176,Mid Range,28,54,2
Rimac,C_Two,2022,,0.9527212754260584,0.9792147806004619,0.021276595744680826,2400000.0,0.017241379310344827,,0.5112597130513704,Ultra Luxury,29,47,3
Rolls-Royce,Wraith,2021,0.7857142857142856,0.2435404068169324,0.3493071593533487,0.5319148936170213,330000.0,0.034482758620689655,0.12566104255854946,0.6213725871949972,Ultra Luxury,30,172,3
Shelby,Cobra,1965,0.8333333333333333,0.1396371632765256,0.25404157043879905,0.5106382978723405,1000000.0,1.0,0.0,0.6767173819830979,Ultra Luxury,31,67,3
Tesla,Model S Plaid,2021,,0.46124244090159433,0.6062355658198614,0.03829787234042553,131190.0,0.034482758620689655,,0.7003599851662344,Mid Range,34,116,2
Toyota,GR Supra,2022,0.3571428571428571,0.11050027487630566,0.21247113163972287,0.44680851063829785,43090.0,0.017241379310344827,0.25281625115420125,0.6131908773321729,Entry Level,35,85,0
TVR,Griffith,2022,0.5952380952380952,0.1753710830126443,0.27655889145496537,0.42553191489361697,123500.0,0.017241379310344827,0.14681440443213298,0.6061303827890073,Mid Range,33,94,2
W Motors,Lykan Hypersport,2015,0.44047619047619047,0.32930181418361737,0.40877598152424943,0.21276595744680848,3400000.0,0.13793103448275862,0.5765516208729505,0.5397481296379486,Ultra Luxury,37,103,3
Porsche,718 Cayman,2021,0.23809523809523808,0.06542056074766354,0.16166281755196305,0.574468085106383,61500.0,0.034482758620689655,0.3407202216066483,0.5735821016823212,Entry Level,28,13,0
Lamborghini,Aventador SVJ,2021,0.7738095238095237,0.3238042880703683,0.30658198614318705,0.21276595744680848,518000.0,0.034482758620689655,0.21841039846580015,0.2519836063670454,Ultra Luxury,16,36,3
Ferrari,SF90 Stradale,2022,0.47619047619047616,0.4425508521165476,0.3406466512702078,0.14893617021276595,507000.0,0.017241379310344827,0.7149584487534627,0.13159924821342128,Ultra Luxury,11,151,3
Audi,RS 6,2021,0.47619047619047616,0.22539857064321056,0.3406466512702078,0.36170212765957444,109000.0,0.034482758620689655,0.33199445983379505,0.6593177303348631,Mid Range,5,136,2
Mercedes-Benz,SLS AMG,2015,0.738095238095238,0.24244090159428255,0.2702078521939954,0.3829787234042553,228000.0,0.13793103448275862,0.14806540970422657,0.3348513355917392,High End,23,155,1
Chevrolet,Camaro SS,2021,0.738095238095238,0.15063221550302364,0.26270207852193994,0.46808510638297873,42000.0,0.034482758620689655,0.04360646948440708,0.6615504289976896,Entry Level,9,49,0
Nissan,370Z Nismo,2021,0.44047619047619047,0.09290819131390875,0.15935334872979215,0.6808510638297872,45000.0,0.034482758620689655,0.12585161338623943,0.38256516236894955,Entry Level,24,3,0
Porsche,Taycan,2021,,0.31280923584387027,0.44688221709006926,0.17021276595744683,185000.0,0.034482758620689655,,0.7037752261090665,High End,28,164,1
Ferrari,F8 Tributo,2021,0.46428571428571425,0.2908191313908741,0.3279445727482679,0.23404255319148937,276550.0,0.034482758620689655,0.4650188223595426,0.39764544705158433,High End,11,82,1
Audi,RS 3,2022,0.2976190476190476,0.12094557449147884,0.20438799076212472,0.36170212765957444,56000.0,0.017241379310344827,0.3810526315789474,0.5068928959370044,Entry Level,5,133,0
McLaren,570S,2021,0.45238095238095233,0.20945574491478836,0.2557736720554272,0.27659574468085113,191000.0,0.034482758620689655,0.3325557661466686,0.3821492470440727,High End,21,8,1
BMW,M5,2022,0.5238095238095238,0.23034634414513466,0.31928406466512704,0.297872340425532,104000.0,0.017241379310344827,0.2878368169226895,0.5581876444021315,Mid Range,6,110,2
Mercedes-Benz,AMG C 63,2021,0.47619047619047616,0.15832875206157226,0.27655889145496537,0.44680851063829785,69900.0,0.034482758620689655,0.21371191135734072,0.6896852884802168,Entry Level,23,23,0
Porsche,Taycan,2022,0.23809523809523808,0.12149532710280374,0.14665127020785218,0.702127659574468,81250.0,0.017241379310344827,0.5385041551246538,0.17575518859938621,Mid Range,28,164,2
Lamborghini,Aventador,2021,0.7738095238095237,0.30181418361737217,0.2938799076212471,0.23404255319148937,517700.0,0.034482758620689655,0.1945450671212444,0.26207781933954377,Ultra Luxury,16,34,3
Aston Martin,DBS Superleggera,2022,0.6190476190476191,0.29356789444749865,0.3827944572748268,0.34042553191489355,330000.0,0.017241379310344827,0.2922437673130195,0.5655849810172876,Ultra Luxury,4,74,3
Audi,RS 6 Avant,2021,0.47619047619047616,0.22539857064321056,0.3406466512702078,0.36170212765957444,109000.0,0.034482758620689655,0.33199445983379505,0.6593177303348631,Mid Range,5,137,2
McLaren,600LT,2021,0.45238095238095233,0.22594832325453545,0.2638568129330254,0.21276595744680848,242500.0,0.034482758620689655,0.36317247412159215,0.3606452553260323,High End,21,10,1
Mercedes-AMG,C 63 S Coupe,2022,0.47619047619047616,0.177020340846619,0.2979214780600462,0.4042553191489362,77000.0,0.017241379310344827,0.24667590027700834,0.6956534584738264,Mid Range,22,41,2
Chevrolet,Camaro ZL1,2021,0.738095238095238,0.25783397471137987,0.37528868360277134,0.36170212765957444,62000.0,0.034482758620689655,0.1655794835135376,0.6615504289976896,Entry Level,9,52,0
Dodge,Challenger SRT Hellcat Redeye,2022,0.738095238095238,0.33864760857614074,0.4081986143187067,0.36170212765957444,76000.0,0.017241379310344827,0.25752837101242065,0.5125451066943679,Mid Range,10,60,2
Ford,GT,2022,0.41666666666666663,0.2633315008246289,0.31755196304849886,0.23404255319148937,500000.0,0.017241379310344827,0.49030470914127433,0.4416296107092684,Ultra Luxury,12,86,3
Nissan,370Z,2021,0.44047619047619047,0.08301264431006049,0.1558891454965358,0.6595744680851064,30090.0,0.034482758620689655,0.1069851014449352,0.4151331265781334,Entry Level,24,1,0
Porsche,Panamera,2022,0.34523809523809523,0.07916437603078615,0.19168591224018475,0.7446808510638298,87200.0,0.017241379310344827,0.1936192568535677,0.6899709655149625,Mid Range,28,123,2
Bugatti,Chiron,2021,0.9523809523809523,0.7251236943375482,0.6812933025404156,0.10638297872340424,3000000.0,0.034482758620689655,0.48614958448753465,0.3800517815885104,Ultra Luxury,8,64,3
Ferrari,F8 Tributo,2021,0.46428571428571425,0.2908191313908741,0.3279445727482679,0.23404255319148937,274280.0,0.034482758620689655,0.4650188223595426,0.39764544705158433,High End,11,82,1
Audi,RS 7,2021,0.47619047619047616,0.22539857064321056,0.3406466512702078,0.36170212765957444,114000.0,0.034482758620689655,0.33199445983379505,0.6593177303348631,Mid Range,5,138,2
Jaguar,F-Type,2022,0.5952380952380952,0.2166025288620121,0.2979214780600462,0.36170212765957444,103200.0,0.017241379310344827,0.20498614958448755,0.5261556991296877,Mid Range,13,79,2
Porsche,Panamera Turbo S,2021,0.47619047619047616,0.24134139637163277,0.348729792147806,0.23404255319148937,177700.0,0.034482758620689655,0.3601108033240997,0.6274981732627082,High End,28,126,1
Lamborghini,Aventador S,2021,0.7738095238095237,0.3012644310060473,0.2938799076212471,0.23404255319148937,417650.0,0.034482758620689655,0.19394843383763052,0.2633398938252397,Ultra Luxury,16,35,3
Audi,RS7,2022,0.47619047619047616,0.22539857064321056,0.3406466512702078,0.36170212765957444,115045.0,0.017241379310344827,0.33199445983379505,0.6593177303348631,Mid Range,5,145,2
McLaren,600LT,2021,0.45238095238095233,0.22594832325453545,0.2638568129330254,0.23404255319148937,256500.0,0.034482758620689655,0.36317247412159215,0.3606452553260323,High End,21,10,1
BMW,M2 Competition,2022,0.3571428571428571,0.12314458493677845,0.23441108545034642,0.46808510638297873,59895.0,0.017241379310344827,0.2825484764542937,0.664808515194555,Entry Level,6,106,0
Mercedes-Benz,S63 AMG,2021,0.47619047619047616,0.2319956019791094,0.3833718244803695,0.34042553191489355,152500.0,0.034482758620689655,0.34362880886426594,0.795034706764791,High End,23,150,1
Dodge,Challenger SRT Hellcat,2022,0.738095238095238,0.29466739967014843,0.3787528868360277,0.36170212765957444,69995.0,0.017241379310344827,0.2074881601286748,0.5492895928839349,Entry Level,10,59,0
Porsche,Taycan Turbo S,2021,,0.31280923584387027,0.44688221709006926,0.17021276595744683,185000.0,0.034482758620689655,,0.7037752261090665,High End,28,166,1
Lamborghini,Urus,2021,0.47619047619047616,0.25288620120945576,0.36200923787528866,0.297872340425532,218009.0,0.034482758620689655,0.38047091412742384,0.6327308521861025,High End,16,167,1
Ferrari,812 Superfast,2021,0.7738095238095237,0.3342495876855415,0.30600461893764436,0.23404255319148937,363730.0,0.034482758620689655,0.22974643085446408,0.22839839906079928,Ultra Luxury,11,17,3
Audi,R8 Spyder,2022,0.6190476190476191,0.20945574491478836,0.23441108545034642,0.36170212765957444,183300.0,0.017241379310344827,0.17813765182186234,0.2952766106383262,High End,5,131,1
BMW,M4,2022,0.3571428571428571,0.1605277625068719,0.23441108545034642,0.4893617021276595,73795.0,0.017241379310344827,0.3704524469067405,0.47464098089632534,Entry Level,6,107,0
Mercedes-Benz,AMG GT R,2021,0.47619047619047616,0.21770203408466188,0.2979214780600462,0.36170212765957444,183000.0,0.034482758620689655,0.31842105263157894,0.5220512617644796,High End,23,31,1
Chevrolet,Corvette Stingray,2021,0.738095238095238,0.1726223199560198,0.27136258660508084,0.23404255319148937,60995.0,0.034482758620689655,0.06862657492628002,0.5949077567890771,Entry Level,9,71,0
Aston Martin,DB11,2022,0.6190476190476191,0.24683892248488182,0.2979214780600462,0.36170212765957444,207000.0,0.017241379310344827,0.22885148092904326,0.4227792548559751,High End,4,73,1
Bentley,Continental GT,2022,0.7142857142857142,0.24463991203958219,0.3833718244803695,0.36170212765957444,203825.0,0.017241379310344827,0.16361957525392426,0.7416493851794149,High End,7,68,1
Jaguar,F-Type R,2021,0.5952380952380952,0.2166025288620121,0.2979214780600462,0.36170212765957444,103200.0,0.034482758620689655,0.20498614958448755,0.5261556991296877,Mid Range,13,80,2
Acura,NSX,2022,0.41666666666666663,0.2155030236393623,0.2748267898383372,0.19148936170212771,157500.0,0.017241379310344827,0.39390581717451534,0.43817535701887433,High End,0,121,1
Lotus,Evora GT,2021,0.41666666666666663,0.12919186366135238,0.18302540415704388,0.4042553191489362,99800.0,0.034482758620689655,0.21994459833795013,0.34752887596085735,Mid Range,18,78,2
Porsche,Cayman GT4,2021,0.47619047619047616,0.1280923584387026,0.1784064665127021,0.5106382978723405,100200.0,0.034482758620689655,0.16038781163434904,0.32688831421096176,Mid Range,28,54,2
Alfa Romeo,4C,2020,0.20238095238095236,0.03078614623419461,0.1489607390300231,0.4893617021276595,67150.0,0.05172413793103449,0.2996578132638097,0.7784703577079896,Entry Level,1,6,0
Audi,RS5,2022,0.34523809523809523,0.1445849367784497,0.2557736720554272,0.4042553191489362,77250.0,0.017241379310344827,0.35275575508644574,0.6585785260478462,Mid Range,5,141,2
BMW,M2 Competition,2021,0.3571428571428571,0.12314458493677845,0.23441108545034642,0.46808510638297873,58900.0,0.034482758620689655,0.2825484764542937,0.664808515194555,Entry Level,6,106,0
Dodge,Charger SRT Hellcat,2022,0.738095238095238,0.29466739967014843,0.37528868360277134,0.3829787234042553,71490.0,0.017241379310344827,0.2074881601286748,0.5382475434301229,Entry Level,10,63,0
Maserati,GranTurismo,2020,0.5595238095238095,0.15008246289169874,0.22170900692840645,0.6382978723404255,150400.0,0.05172413793103449,0.13361230624152762,0.45809945172646305,High End,19,93,1
Nissan,370Z Nismo,2021,0.44047619047619047,0.09290819131390875,0.15935334872979215,0.5957446808510638,47820.0,0.034482758620689655,0.12585161338623943,0.38256516236894955,Entry Level,24,3,0
Rolls-Royce,Wraith,2022,0.8095238095238094,0.2435404068169324,0.3493071593533487,0.5531914893617023,330000.0,0.017241379310344827,0.1148769757210363,0.6213725871949972,Ultra Luxury,30,172,3
Subaru,WRX STI,2021,0.2976190476190476,0.0709180868609126,0.1674364896073903,0.5957446808510638,38170.0,0.034482758620689655,0.23988919667590028,0.5764197896602362,Entry Level,32,171,0
Tesla,Model S Plaid,2022,,0.46124244090159433,0.6062355658198614,0.021276595744680826,131190.0,0.017241379310344827,,0.7003599851662344,Mid Range,34,116,2
Porsche,Cayman GT4,2021,0.47619047619047616,0.1280923584387026,0.1784064665127021,0.5106382978723405,102000.0,0.034482758620689655,0.16038781163434904,0.32688831421096176,Mid Range,28,54,2
Lamborghini,Aventador,2021,0.7738095238095237,0.3012644310060473,0.29272517321016167,0.23404255319148937,393695.0,0.034482758620689655,0.19394843383763052,0.2597197980509448,Ultra Luxury,16,34,3
Ferrari,Portofino,2022,0.46428571428571425,0.22539857064321056,0.2384526558891455,0.3191489361702128,218750.0,0.017241379310344827,0.3466865544427872,0.2641300670145529,High End,11,128,1
Audi,RS7,2021,0.47619047619047616,0.22539857064321056,0.3406466512702078,0.36170212765957444,114000.0,0.034482758620689655,0.33199445983379505,0.6593177303348631,Mid Range,5,145,2
McLaren,600LT,2021,0.45238095238095233,0.22594832325453545,0.2638568129330254,0.21276595744680848,256500.0,0.034482758620689655,0.36317247412159215,0.3606452553260323,High End,21,10,1
Chevrolet,Camaro SS,2021,0.738095238095238,0.15063221550302364,0.26270207852193994,0.4893617021276595,40590.0,0.034482758620689655,0.04360646948440708,0.6615504289976896,Entry Level,9,49,0
Ford,Mustang Mach 1,2021,0.5952380952380952,0.1643760307861462,0.24249422632794457,0.46808510638297873,52720.0,0.034482758620689655,0.13130193905817175,0.4966098152813737,Entry Level,12,119,0
Nissan,370Z Nismo,2021,0.44047619047619047,0.09290819131390875,0.15935334872979215,0.5957446808510638,45000.0,0.034482758620689655,0.12585161338623943,0.38256516236894955,Entry Level,24,3,0
Porsche,Panamera Turbo,2022,0.47619047619047616,0.24134139637163277,0.348729792147806,0.27659574468085113,174300.0,0.017241379310344827,0.3601108033240997,0.6274981732627082,High End,28,125,1
Lamborghini,Urus,2021,0.47619047619047616,0.25288620120945576,0.36200923787528866,0.297872340425532,222004.0,0.034482758620689655,0.38047091412742384,0.6327308521861025,High End,16,167,1
Ferrari,SF90 Stradale,2022,0.47619047619047616,0.4425508521165476,0.3406466512702078,0.14893617021276595,625000.0,0.017241379310344827,0.7149584487534627,0.13159924821342128,Ultra Luxury,11,151,3
Audi,TT RS,2022,0.2976190476190476,0.11709730621220453,0.20438799076212472,0.34042553191489355,67895.0,0.017241379310344827,0.3701939058171746,0.5275885092280929,Entry Level,5,162,0
Dodge,Challenger SRT Hellcat,2021,0.738095238095238,0.29466739967014843,0.3787528868360277,0.36170212765957444,62290.0,0.034482758620689655,0.2074881601286748,0.5492895928839349,Entry Level,10,59,0
Aston Martin,DBS Superleggera,2021,0.6190476190476191,0.29356789444749865,0.3827944572748268,0.297872340425532,304995.0,0.034482758620689655,0.2922437673130195,0.5655849810172876,Ultra Luxury,4,74,3
Lexus,LC 500,2022,0.5952380952380952,0.1594282572842221,0.22979214780600463,0.5531914893617023,93050.0,0.017241379310344827,0.1243213296398892,0.4570380756848903,Mid Range,17,102,2
Porsche,Cayman GT4,2022,0.47619047619047616,0.1280923584387026,0.1784064665127021,0.5106382978723405,101200.0,0.017241379310344827,0.16038781163434904,0.32688831421096176,Mid Range,28,54,2
Audi,RS 5 Coupe,2021,0.34523809523809523,0.1445849367784497,0.2557736720554272,0.4042553191489362,75100.0,0.034482758620689655,0.35275575508644574,0.6585785260478462,Mid Range,5,135,2
Chevrolet,Camaro ZL1,2021,0.738095238095238,0.25783397471137987,0.37528868360277134,0.36170212765957444,64195.0,0.034482758620689655,0.1655794835135376,0.6615504289976896,Entry Level,9,52,0
Lotus,Evora GT,2022,0.41666666666666663,0.12919186366135238,0.18302540415704388,0.42553191489361697,105000.0,0.017241379310344827,0.21994459833795013,0.34752887596085735,Mid Range,18,78,2
McLaren,GT,2021,0.47619047619047616,0.23694337548103356,0.2684757505773672,0.27659574468085113,211000.0,0.034482758620689655,0.35235457063711917,0.34460572028790615,High End,21,86,1
Mercedes-Benz,SLS AMG Black Series,2014,0.738095238095238,0.24244090159428255,0.2702078521939954,0.36170212765957444,275000.0,0.15517241379310343,0.14806540970422657,0.3348513355917392,High End,23,156,1
Bugatti,Chiron,2021,0.9523809523809523,0.7251236943375482,0.6812933025404156,0.12765957446808507,2998000.0,0.034482758620689655,0.48614958448753465,0.3800517815885104,Ultra Luxury,8,64,3
Koenigsegg,Jesko,2021,0.5952380952380952,0.6041781198460693,0.586027713625866,0.14893617021276595,3000000.0,0.034482758620689655,0.7518005540166206,0.3883675375300414,Ultra Luxury,15,99,3
Lamborghini,Aventador SVJ,2020,0.7738095238095237,0.3238042880703683,0.30658198614318705,0.21276595744680848,573966.0,0.05172413793103449,0.21841039846580015,0.2519836063670454,Ultra Luxury,16,36,3
Rimac,C_Two,2022,,0.9527212754260584,1.0,0.010638297872340441,2400000.0,0.017241379310344827,,0.5360783633911296,Ultra Luxury,29,47,3
Pagani,Huayra Roadster BC,2021,0.7142857142857142,0.3353490929081913,0.44688221709006926,0.14893617021276595,3500000.0,0.034482758620689655,0.2702677746999077,0.6331914865635316,Ultra Luxury,25,97,3
Pininfarina,Battista,2022,,0.9307311709730622,0.9792147806004619,0.021276595744680826,2500000.0,0.017241379310344827,,0.5362166862377996,Ultra Luxury,26,37,3
Acura,NSX,2022,0.41666666666666663,0.2155030236393623,0.2748267898383372,0.23404255319148937,157500.0,0.017241379310344827,0.39390581717451534,0.43817535701887433,High End,0,121,1
Aston Martin,Vantage,2021,0.47619047619047616,0.177020340846619,0.2915704387990762,0.36170212765957444,146000.0,0.034482758620689655,0.24667590027700834,0.6667970489170952,Mid Range,4,168,2
Bentley,Continental GT,2022,0.47619047619047616,0.19846069268829025,0.3279445727482679,0.44680851063829785,219800.0,0.017241379310344827,0.2844875346260388,0.724848671899892,High End,7,68,1
Dodge,Challenger SRT Hellcat,2022,0.738095238095238,0.29466739967014843,0.3787528868360277,0.36170212765957444,70000.0,0.017241379310344827,0.2074881601286748,0.5492895928839349,Entry Level,10,59,0
Jaguar,F-Type,2022,0.23809523809523808,0.06322155030236394,0.1703233256351039,0.7659574468085107,61600.0,0.017241379310344827,0.3329639889196676,0.6570925745729242,Entry Level,13,79,0
Kia,Stinger,2022,0.3928571428571428,0.102803738317757,0.21709006928406466,0.6170212765957447,52200.0,0.017241379310344827,0.1914715017208092,0.6902357531222664,Entry Level,14,160,0
Lotus,Evora GT,2021,0.41666666666666663,0.12919186366135238,0.18302540415704388,0.42553191489361697,100450.0,0.034482758620689655,0.21994459833795013,0.34752887596085735,Mid Range,18,78,2
Maserati,GranTurismo,2021,0.5595238095238095,0.15008246289169874,0.22170900692840645,0.6382978723404255,134300.0,0.034482758620689655,0.13361230624152762,0.45809945172646305,Mid Range,19,93,2
Porsche,718 Cayman GT4,2022,0.47619047619047616,0.1280923584387026,0.1784064665127021,0.5106382978723405,102550.0,0.017241379310344827,0.16038781163434904,0.32688831421096176,Mid Range,28,14,2
Alfa Romeo,Giulia Quadrifoglio,2021,0.34523809523809523,0.17811984606926884,0.2557736720554272,0.42553191489361697,76400.0,0.034482758620689655,0.43432992644951773,0.49954935097136743,Mid Range,1,92,2
Chevrolet,Camaro ZL1,2022,0.738095238095238,0.25783397471137987,0.37528868360277134,0.36170212765957444,69000.0,0.017241379310344827,0.1655794835135376,0.6615504289976896,Entry Level,9,52,0
Lamborghini,Aventador,2021,0.7738095238095237,0.3238042880703683,0.30658198614318705,0.21276595744680848,417826.0,0.034482758620689655,0.21841039846580015,0.2519836063670454,Ultra Luxury,16,34,3
Mercedes-Benz,SLS AMG,2021,0.47619047619047616,0.21770203408466188,0.2979214780600462,0.3829787234042553,247500.0,0.034482758620689655,0.31842105263157894,0.5220512617644796,High End,23,155,1
Nissan,370Z Nismo,2021,0.44047619047619047,0.09290819131390875,0.15935334872979215,0.6382978723404255,45790.0,0.034482758620689655,0.12585161338623943,0.38256516236894955,Entry Level,24,3,0
Porsche,Taycan,2022,,0.23914238592633313,0.44688221709006926,0.17021276595744683,79900.0,0.017241379310344827,,1.0,Mid Range,28,164,2
Tesla,Model S,2022,,0.46124244090159433,0.6062355658198614,0.03829787234042553,119000.0,0.017241379310344827,,0.7003599851662344,Mid Range,34,115,2
Aston Martin,DBS Superleggera,2022,0.6190476190476191,0.29356789444749865,0.3833718244803695,0.297872340425532,307820.0,0.017241379310344827,0.2922437673130195,0.5674304704015259,Ultra Luxury,4,74,3
Bentley,Continental GT,2022,0.47619047619047616,0.19846069268829025,0.3279445727482679,0.34042553191489355,207825.0,0.017241379310344827,0.2844875346260388,0.724848671899892,High End,7,68,1
Bugatti,Chiron,2021,0.9523809523809523,0.7135788894997251,0.6812933025404156,0.10638297872340424,2998000.0,0.034482758620689655,0.47596952908587264,0.39479049119550746,Ultra Luxury,8,64,3
McLaren,570S,2021,0.45238095238095233,0.20945574491478836,0.2557736720554272,0.27659574468085113,202500.0,0.034482758620689655,0.3325557661466686,0.3821492470440727,High End,21,8,1
Porsche,Taycan Turbo S,2021,,0.31280923584387027,0.44688221709006926,0.17021276595744683,185000.0,0.034482758620689655,,0.7037752261090665,High End,28,166,1
Lamborghini,Aventador S,2021,0.7738095238095237,0.30181418361737217,0.2938799076212471,0.23404255319148937,417826.0,0.034482758620689655,0.1945450671212444,0.26207781933954377,Ultra Luxury,16,35,3
Ferrari,F8 Tributo,2022,0.46428571428571425,0.2908191313908741,0.3279445727482679,0.21276595744680848,276550.0,0.017241379310344827,0.4650188223595426,0.39764544705158433,High End,11,82,1
Audi,RS 7,2022,0.47619047619047616,0.22539857064321056,0.3406466512702078,0.36170212765957444,114000.0,0.017241379310344827,0.33199445983379505,0.6593177303348631,Mid Range,5,138,2
BMW,M2 CS,2022,0.3571428571428571,0.1445849367784497,0.23441108545034642,0.46808510638297873,84595.0,0.017241379310344827,0.3329639889196676,0.5486181169036354,Mid Range,6,105,2
Mercedes-Benz,SLS AMG,2021,0.738095238095238,0.24244090159428255,0.2702078521939954,0.297872340425532,275000.0,0.034482758620689655,0.14806540970422657,0.3348513355917392,High End,23,155,1
Chevrolet,Camaro ZL1,2021,0.738095238095238,0.25783397471137987,0.37528868360277134,0.36170212765957444,63000.0,0.034482758620689655,0.1655794835135376,0.6615504289976896,Entry Level,9,52,0
Jaguar,F-Type,2021,0.5952380952380952,0.2166025288620121,0.2979214780600462,0.36170212765957444,103200.0,0.034482758620689655,0.20498614958448755,0.5261556991296877,Mid Range,13,79,2
Lotus,Evora GT,2021,0.41666666666666663,0.12919186366135238,0.18302540415704388,0.42553191489361697,96950.0,0.034482758620689655,0.21994459833795013,0.34752887596085735,Mid Range,18,78,2
Maserati,GranTurismo,2022,0.5595238095238095,0.15008246289169874,0.22170900692840645,0.6382978723404255,134300.0,0.017241379310344827,0.13361230624152762,0.45809945172646305,Mid Range,19,93,2
McLaren,765LT,2021,0.47619047619047616,0.3155579989004948,0.3406466512702078,0.21276595744680848,358000.0,0.034482758620689655,0.49099722991689754,0.37317743548042215,Ultra Luxury,21,16,3
Nissan,370Z,2021,0.44047619047619047,0.08301264431006049,0.1558891454965358,0.6808510638297872,30000.0,0.034482758620689655,0.1069851014449352,0.4151331265781334,Entry Level,24,1,0
Pagani,Huayra,2021,0.7142857142857142,0.30181418361737217,0.42609699769053117,0.25531914893617025,2600000.0,0.034482758620689655,0.2308402585410896,0.6760109759536405,Ultra Luxury,25,95,3
Porsche,Panamera Turbo S,2021,0.47619047619047616,0.24134139637163277,0.348729792147806,0.23404255319148937,180000.0,0.034482758620689655,0.3601108033240997,0.6274981732627082,High End,28,126,1
Tesla,Model S Plaid,2021,,0.46124244090159433,0.6062355658198614,0.021276595744680826,131100.0,0.034482758620689655,,0.7003599851662344,Mid Range,34,116,2
Aston Martin,DB11,2021,0.47619047619047616,0.177020340846619,0.29618937644341803,0.46808510638297873,201495.0,0.034482758620689655,0.24667590027700834,0.6877835285947179,High End,4,73,1
Dodge,Challenger Hellcat Redeye,2022,0.738095238095238,0.33864760857614074,0.4081986143187067,0.34042553191489355,82190.0,0.017241379310344827,0.25752837101242065,0.5125451066943679,Mid Range,10,57,2
Lotus,Evora,2021,0.41666666666666663,0.12919186366135238,0.18302540415704388,0.42553191489361697,96950.0,0.034482758620689655,0.21994459833795013,0.34752887596085735,Mid Range,18,77,2
Acura,NSX,2021,0.41666666666666663,0.2155030236393623,0.2748267898383372,0.19148936170212771,159495.0,0.034482758620689655,0.39390581717451534,0.43817535701887433,High End,0,121,1
Alfa Romeo,Giulia Quadrifoglio,2021,0.34523809523809523,0.17811984606926884,0.2557736720554272,0.42553191489361697,76950.0,0.034482758620689655,0.43432992644951773,0.49954935097136743,Mid Range,1,92,2
Bentley,Continental GT,2021,0.7142857142857142,0.24463991203958219,0.3833718244803695,0.3191489361702128,202500.0,0.034482758620689655,0.16361957525392426,0.7416493851794149,High End,7,68,1
Jaguar,F-Type,2022,0.3571428571428571,0.10940076965365587,0.19572748267898382,0.6595744680851064,70100.0,0.017241379310344827,0.25023084025854114,0.5191806361057117,Entry Level,13,79,0
Koenigsegg,Jesko,2022,0.5952380952380952,0.6041781198460693,0.586027713625866,0.14893617021276595,3000000.0,0.017241379310344827,0.7518005540166206,0.3883675375300414,Ultra Luxury,15,99,3
Maserati,GranTurismo,2022,0.5595238095238095,0.15008246289169874,0.22170900692840645,0.6382978723404255,132795.0,0.017241379310344827,0.13361230624152762,0.45809945172646305,Mid Range,19,93,2
McLaren,GT,2022,0.47619047619047616,0.23694337548103356,0.2684757505773672,0.27659574468085113,215500.0,0.017241379310344827,0.35235457063711917,0.34460572028790615,High End,21,86,1
Mercedes-AMG,C 63 S Coupe,2022,0.47619047619047616,0.177020340846619,0.2979214780600462,0.4042553191489362,80900.0,0.017241379310344827,0.24667590027700834,0.6956534584738264,Mid Range,22,41,2
Porsche,718 Cayman,2021,0.23809523809523808,0.06542056074766354,0.16166281755196305,0.6595744680851064,59900.0,0.034482758620689655,0.3407202216066483,0.5735821016823212,Entry Level,28,13,0
Rolls-Royce,Wraith,2021,0.8095238095238094,0.2435404068169324,0.3493071593533487,0.5319148936170213,330000.0,0.034482758620689655,0.1148769757210363,0.6213725871949972,Ultra Luxury,30,172,3
Tesla,Roadster,2022,,,,0.021276595744680826,200000.0,0.017241379310344827,,,High End,34,147,1
Chevrolet,Camaro SS,2021,0.738095238095238,0.15063221550302364,0.26270207852193994,0.46808510638297873,40000.0,0.034482758620689655,0.04360646948440708,0.6615504289976896,Entry Level,9,49,0
Aston Martin,DB11,2021,0.6190476190476191,0.24683892248488182,0.2979214780600462,0.4042553191489362,209000.0,0.034482758620689655,0.22885148092904326,0.4227792548559751,High End,4,73,1
Bentley,Continental GT,2022,0.47619047619047616,0.19846069268829025,0.3279445727482679,0.44680851063829785,202500.0,0.017241379310344827,0.2844875346260388,0.724848671899892,High End,7,68,1
